condition,mental illness,difficulty changing,desired change,genes,punishment,control,wrongness,internal distress,common,politics
obese,1,5,6,4,4,5,1,5,80,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,3,7,4,4,7,4,6,35,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,7,7,6,4,4,4,7,50,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,6,7,3,4,6,5,6,36,2
obese,5,7,4,3,4,5,7,7,18,5
obese,2,5,7,3,4,6,4,7,40,2
obese,1,6,4,4,4,3,1,1,30,4
obese,2,6,6,5,4,6,1,7,60,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,4,3,3,4,2,4,3,31,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,2,7,4,4,6,1,5,30,6
obese,6,4,3,3,5,2,2,4,54,6
obese,2,6,6,1,4,7,5,6,35,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,3,6,2,2,4,7,5,3,40,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,5,7,6,7,6,5,6,7,73,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,7,7,4,1,4,7,7,7,53,4
obese,1,4,6,4,4,3,2,5,33,2
obese,1,5,7,4,4,4,4,7,54,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,5,5,7,1,4,7,5,7,20,4
obese,1,6,5,2,4,6,5,5,24,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,3,7,5,4,1,1,7,41,4
obese,1,2,7,3,4,6,4,7,66,5
obese,1,3,7,5,4,3,6,7,65,3
obese,7,1,1,7,4,7,7,7,0,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,7,5,4,4,4,3,5,23,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,4,4,4,4,4,3,5,29,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,4,6,7,5,4,5,4,7,45,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,5,4,5,5,5,5,4,5,64,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,2,6,6,3,4,5,6,6,70,3
obese,3,6,7,5,4,6,7,6,45,3
obese,5,5,6,3,1,4,4,5,76,6
obese,1,3,7,2,4,7,4,7,40,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,4,6,3,4,6,4,5,45,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,7,7,4,4,4,4,7,22,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,4,5,5,4,4,5,3,6,30,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,3,4,4,4,1,1,6,73,2
obese,1,3,4,2,4,5,4,4,15,6
obese,1,3,6,4,4,5,4,6,30,4
obese,4,5,5,4,4,6,5,6,20,5
obese,2,2,5,1,4,7,5,6,50,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,7,4,4,4,5,6,6,66,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,2,6,7,4,4,7,5,6,40,4
obese,2,6,7,4,4,4,3,6,63,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,4,6,6,4,4,5,6,60,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,4,6,3,4,4,4,6,23,6
obese,1,4,7,6,4,4,1,5,50,2
obese,1,3,7,4,4,5,1,7,64,2
obese,1,4,5,3,4,6,4,4,34,3
obese,4,6,3,4,4,5,7,6,31,5
obese,1,4,5,3,4,5,3,2,54,5
obese,1,1,6,4,4,7,2,7,30,2
obese,3,7,1,3,4,7,5,4,20,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,7,7,6,4,2,1,7,43,4
obese,1,2,1,1,4,7,6,4,42,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,4,4,4,4,4,4,5,4,21,2
obese,4,5,6,4,4,5,5,6,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,4,5,4,4,5,3,7,60,2
obese,1,4,5,4,4,5,3,4,32,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,6,6,5,5,4,6,4,6,72,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,4,4,4,4,4,1,5,20,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,5,4,4,4,4,3,5,50,4
obese,5,2,4,2,4,5,6,4,64,5
obese,1,4,5,4,4,4,4,5,50,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,5,5,3,4,5,2,7,58,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,4,4,4,5,4,3,2,4,69,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,3,6,5,4,5,2,6,50,2
obese,1,5,4,4,4,4,5,6,36,4
obese,5,5,7,2,4,6,5,7,50,5
obese,2,2,4,2,4,6,1,5,39,3
obese,2,4,3,4,4,4,4,5,32,2
obese,5,4,5,4,4,5,3,5,30,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,7,5,5,4,5,3,6,50,4
obese,1,7,7,5,4,5,1,7,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,6,7,5,4,3,4,6,70,6
obese,6,5,4,3,4,4,4,4,40,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,3,5,3,4,5,4,4,5,16,6
obese,1,4,7,5,4,4,1,7,16,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,3,6,3,4,6,4,6,23,6
obese,4,7,5,4,4,4,5,6,20,2
obese,1,6,4,6,4,5,1,6,30,2
obese,2,6,6,5,4,3,2,6,40,1
obese,1,4,7,5,4,5,3,5,39,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,5,7,4,4,6,6,7,30,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,4,4,5,4,4,1,4,30,1
obese,1,5,7,4,4,4,4,6,60,4
obese,1,5,5,3,4,6,3,4,30,2
obese,1,3,1,4,4,7,5,6,21,2
obese,1,3,7,3,4,4,4,1,29,2
obese,1,5,5,6,4,5,2,4,60,2
obese,4,3,5,4,6,3,2,6,65,4
obese,1,6,7,5,3,5,5,7,61,2
obese,3,5,6,3,4,3,4,6,33,3
obese,1,7,6,5,4,2,2,5,37,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,7,6,4,4,5,2,7,44,1
obese,2,6,6,4,4,7,5,5,60,3
obese,1,7,7,5,4,5,1,7,45,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,4,5,4,4,5,3,6,20,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,7,6,4,4,4,1,7,65,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,2,2,2,4,4,7,4,6,33,6
obese,1,7,6,2,4,6,4,6,50,4
obese,1,5,3,5,4,5,1,6,28,1
obese,1,3,7,4,4,7,4,7,37,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,2,4,5,3,4,6,6,6,40,7
obese,1,4,7,4,4,4,1,7,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,2,4,6,5,4,5,4,5,33,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,6,6,4,4,6,6,5,40,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,5,5,3,4,4,2,6,3,1
obese,5,5,7,6,5,3,2,4,78,2
obese,4,2,2,3,4,7,6,5,35,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,3,5,6,4,4,4,2,6,20,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,3,7,2,4,6,4,6,69,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,6,6,5,5,6,2,5,5,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,2,5,4,5,4,5,4,5,62,5
obese,2,3,6,4,4,6,1,5,13,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,2,5,6,3,4,5,6,6,66,3
obese,1,4,7,3,4,6,6,3,37,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,2,2,5,4,4,6,5,5,72,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,4,3,3,4,7,7,6,40,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,2,6,4,6,4,6,4,4,8,2
obese,2,5,6,2,4,6,4,7,40,4
obese,2,5,7,3,4,6,7,6,70,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,1,3,5,5,4,7,3,6,55,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,5,6,5,4,3,2,6,18,1
obese,1,4,5,5,4,4,3,7,40,5
obese,1,5,5,4,4,5,1,5,40,3
obese,1,3,7,5,4,7,1,7,40,5
obese,1,3,5,5,4,4,2,7,41,1
obese,4,3,3,4,3,4,4,5,45,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,5,6,6,3,4,3,4,7,70,1
obese,2,6,6,5,4,5,1,6,71,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,6,5,4,4,4,3,6,40,3
obese,3,6,4,4,4,4,5,5,65,4
obese,3,5,5,3,4,4,4,5,81,3
obese,2,5,5,4,4,6,7,6,NA,4
obese,1,5,6,4,4,5,4,5,35,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,4,7,5,4,4,4,1,5,4,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,4,6,5,4,5,1,6,72,2
obese,3,3,6,3,4,6,5,6,35,5
obese,1,4,6,3,4,7,4,7,43,6
obese,1,5,3,2,4,6,4,6,37,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,5,5,4,4,4,1,5,50,1
obese,4,6,6,4,4,4,4,6,40,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,7,6,2,4,7,2,6,51,3
obese,1,6,7,6,4,6,4,7,70,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,5,3,2,4,6,5,4,57,5
obese,1,7,4,6,4,6,7,7,70,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,7,7,7,4,3,1,7,20,2
obese,1,6,6,4,4,6,2,3,44,1
obese,2,3,7,5,4,5,2,7,20,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,4,5,6,2,4,5,5,5,50,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,6,6,4,4,6,7,5,7,5
obese,1,5,5,6,4,3,1,5,20,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,4,4,5,4,4,3,4,5,6,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,4,4,4,4,7,7,4,60,4
obese,5,4,5,4,4,6,7,5,40,7
obese,3,3,5,6,4,7,3,7,50,6
obese,1,5,5,6,4,3,2,7,43,1
obese,4,5,4,5,6,6,2,4,29,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,5,7,1,4,5,1,6,60,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,3,5,5,4,4,4,3,5,23,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,5,5,3,4,7,2,4,54,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,4,7,3,4,5,3,5,43,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,6,6,5,4,4,4,6,40,2
obese,6,3,3,1,4,7,5,7,60,2
obese,4,7,6,5,4,5,7,6,40,5
obese,1,3,3,5,4,5,5,6,20,6
obese,2,4,6,5,4,4,4,6,25,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,5,6,4,4,4,5,5,30,3
obese,1,7,1,2,4,7,7,4,60,6
obese,5,6,6,4,5,6,4,4,68,3
obese,1,3,7,4,4,6,2,6,30,1
obese,2,4,6,4,4,6,4,5,60,3
obese,2,5,6,4,4,5,2,5,34,6
obese,2,5,6,4,3,5,5,6,54,1
obese,1,5,7,5,4,4,4,7,40,2
obese,1,5,7,4,4,5,6,7,40,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,3,5,2,4,6,5,4,37,5
obese,1,3,5,5,4,6,5,5,45,6
obese,3,5,2,4,2,5,5,5,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,3,4,6,4,4,6,5,6,41,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,7,6,5,4,5,6,7,91,6
obese,4,4,3,3,4,3,3,3,70,3
obese,5,7,7,3,4,6,6,7,33,6
obese,2,6,5,3,4,6,5,4,50,1
obese,1,6,6,5,4,5,5,2,16,3
obese,1,4,7,3,4,4,4,5,40,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,7,5,5,4,5,6,5,75,1
obese,4,5,7,4,1,4,7,7,40,4
obese,2,3,7,4,4,6,6,7,66,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,5,3,5,2,4,5,6,5,60,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,7,4,6,4,3,1,6,30,1
obese,4,7,5,3,4,7,5,6,40,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,3,5,2,4,6,6,6,57,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,6,5,5,3,4,6,4,7,24,4
obese,5,4,6,6,6,6,6,5,29,7
obese,2,4,7,4,4,5,5,7,30,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,6,5,2,4,4,1,4,40,4
obese,3,5,6,2,4,6,3,6,50,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,4,2,4,4,4,7,6,5,28,6
obese,1,7,7,6,4,4,1,7,20,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,5,5,4,4,4,2,4,60,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,2,6,5,2,4,5,5,6,64,5
obese,1,5,6,5,4,5,4,6,30,1
obese,4,5,5,5,4,3,6,5,50,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,7,7,3,4,5,1,7,65,1
obese,3,5,4,4,4,5,2,5,60,3
obese,4,7,6,4,4,5,1,7,35,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,2,6,7,5,4,2,1,7,50,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,4,4,4,4,4,5,1,4,50,2
obese,3,6,4,4,4,6,4,7,20,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,5,6,3,4,5,3,6,40,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,3,6,6,4,4,6,3,7,25,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,5,5,3,4,4,3,5,33,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,2,7,6,5,4,2,5,5,18,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,7,7,4,4,4,1,7,15,4
obese,4,5,5,4,6,5,5,5,80,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,2,6,4,3,4,6,5,6,70,6
obese,4,6,3,4,4,6,6,5,35,7
obese,1,1,1,1,7,7,7,1,56,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,4,4,6,4,4,4,4,5,54,5
obese,1,5,7,4,4,6,5,7,6,3
obese,1,6,4,3,4,6,7,5,65,1
obese,4,7,6,5,4,6,5,6,35,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,4,5,4,4,4,1,4,40,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,2,4,7,4,4,6,5,5,38,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,6,7,5,4,2,4,7,30,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,5,5,7,5,4,5,5,7,40,2
obese,1,4,6,5,4,6,1,5,24,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,6,6,4,4,5,2,6,27,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,5,4,5,4,7,6,7,50,2
obese,1,5,7,5,4,6,2,6,40,6
obese,1,5,5,4,4,3,2,3,40,3
obese,2,4,6,4,4,3,1,5,45,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,3,7,3,4,5,2,5,11,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,5,6,5,4,4,1,6,36,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,1,4,4,1,4,6,5,5,44,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,6,5,4,4,6,4,7,40,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,2,7,7,5,4,5,6,7,60,2
obese,1,5,7,2,4,6,1,4,50,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,7,7,4,4,4,1,7,45,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,5,7,3,4,5,4,7,30,2
obese,3,7,7,6,4,3,1,7,60,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,4,5,4,4,4,2,2,37,7
obese,1,4,6,4,4,5,1,5,8,1
obese,1,6,5,6,4,2,2,6,25,5
obese,4,4,6,4,4,6,5,7,70,6
obese,6,3,5,3,4,3,5,5,20,2
obese,1,3,5,2,4,6,5,5,60,3
obese,1,4,5,3,4,7,6,6,39,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,2,4,5,5,4,6,5,5,50,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,4,7,3,4,5,3,6,15,3
obese,1,5,6,5,4,5,1,5,24,3
obese,1,1,5,1,4,4,7,1,51,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,3,5,2,4,6,2,7,75,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,5,5,6,6,3,5,5,5,35,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,5,4,5,4,7,6,4,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,6,3,6,6,2,3,1,6,38,6
obese,2,7,4,2,4,7,6,6,75,6
obese,4,4,7,5,4,4,4,7,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,1,7,4,3,4,4,1,4,40,7
obese,5,5,4,5,5,6,7,5,79,2
obese,1,7,7,5,4,5,5,6,25,6
obese,1,6,6,5,4,6,1,7,50,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,5,6,1,4,1,1,2,77,2
obese,1,5,7,3,4,4,3,7,48,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,5,3,4,3,4,6,4,7,45,2
obese,1,5,7,4,4,4,3,6,15,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,4,7,6,4,7,6,7,35,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,2,4,2,4,6,4,5,30,2
obese,1,5,6,5,4,3,3,6,55,4
obese,4,5,5,4,4,5,3,5,30,6
obese,4,4,7,4,4,5,3,7,50,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
